7096	207968	-1	1	8	30	10000000	4	null	null	google	reject
6953	207968	-1	1	8	30	10000000	4	null	null	google	reject
7481	207968	-1	1	8	30	10000000	4	null	null	google	reject
7688	207968	-1	1	8	30	10000000	4	null	null	google	reject
7607	207968	-1	1	8	30	10000000	4	null	null	google	reject
8823	207968	-1	1	8	30	10000000	4	null	null	google	reject
8752	207968	-1	1	8	30	10000000	4	null	null	google	accept
8607	207968	-1	1	8	30	10000000	4	null	null	google	reject
7895	207968	-1	1	8	30	10000000	4	null	null	google	reject
8813	207968	-1	1	8	30	10000000	4	null	null	google	reject
7868	207968	-1	1	8	30	10000000	4	null	null	google	reject
8806	207968	-1	1	8	30	10000000	4	null	null	google	reject
8271	207968	-1	1	8	30	10000000	4	null	null	google	reject
6985	207968	-1	1	8	30	10000000	4	null	null	google	reject
7227	207968	-1	1	8	30	10000000	4	null	null	google	reject
8648	207968	-1	1	8	30	10000000	4	null	null	google	reject
8159	207968	-1	1	8	30	10000000	4	null	null	google	reject
8035	207968	-1	1	8	30	10000000	4	null	null	google	reject
8614	207968	-1	1	8	30	10000000	4	null	null	google	reject
8663	207968	-1	1	8	30	10000000	4	null	null	google	reject
8878	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	accept
7976	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	reject
8920	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	reject
8587	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	accept
6533	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	reject
8821	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	reject
7862	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	reject
8903	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	accept
7880	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	reject
8716	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	reject
7975	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	reject
7534	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	reject
8765	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	accept
8399	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	reject
8212	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	reject
7692	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	reject
7863	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	reject
7876	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	reject
7379	208086	1	38	380	90	30000000	4	null	null	com.google.android.googlequicksearchbox	reject
7296	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
7603	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	accept
7234	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
7518	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
7616	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
7118	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
8227	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
7572	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
7785	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
8478	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
6823	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
8428	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
7024	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
8117	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
7394	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
6820	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
8728	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
8760	208201	-1	79	776	90	5000000	4	null	null	com.google.android.googlequicksearchbox	reject
7867	208026	0	27	258	30	10000000	8	null	null	google	reject
7853	208026	0	27	258	30	10000000	8	null	null	google	reject
7168	208026	0	27	258	30	10000000	8	null	null	google	reject
7813	208026	0	27	258	30	10000000	8	null	null	google	reject
6869	208043	0	1	6	100	20000000	8	null	null	google	reject
6730	208043	0	1	6	100	20000000	8	null	null	google	reject
7464	208043	0	1	6	100	20000000	8	null	null	google	reject
7080	208043	0	1	6	100	20000000	8	null	null	google	reject
6836	208043	0	1	6	100	20000000	8	null	null	google	reject
6941	208043	0	1	6	100	20000000	8	null	null	google	reject
8135	208043	0	1	6	100	20000000	8	null	null	google	reject
6993	208043	0	1	6	100	20000000	8	null	null	google	reject
6992	208043	0	1	6	100	20000000	8	null	null	google	reject
6501	208043	0	1	6	100	20000000	8	null	null	google	reject
6671	208043	0	1	6	100	20000000	8	null	null	google	reject
8718	208043	0	1	6	100	20000000	8	null	null	google	accept
8100	208043	0	1	6	100	20000000	8	null	null	google	reject
6590	208043	0	1	6	100	20000000	8	null	null	google	reject
6881	208043	0	1	6	100	20000000	8	null	null	google	reject
7594	208043	0	1	6	100	20000000	8	null	null	google	reject
7291	208043	0	1	6	100	20000000	8	null	null	google	reject
6908	208043	0	1	6	100	20000000	8	null	null	google	reject
7827	208043	0	1	6	100	20000000	8	null	null	google	reject
8791	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8843	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
7957	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8801	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8784	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
7305	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8789	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	accept
8539	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
7750	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8532	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	accept
4947	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
6987	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8840	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8498	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8759	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8811	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8774	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8389	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
7820	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
6956	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8748	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8782	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8846	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8312	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8797	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8256	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
7977	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8799	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8831	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8735	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
7624	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8494	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
8224	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
7122	208077	0	79	763	10	5000000	8	null	null	com.google.android.googlequicksearchbox	reject
